H,Day,Hour,Location ID,Network Node Description,MW Factor,Energy Component,Congestion Component,Marginal Loss Component,Price
D,2024-07-15,23,16255,LD.CANDLE  13.2,47.0,43.0,0.0,0.85,43.85
D,2024-07-15,24,16255,LD.CANDLE  13.2,42.0,54.5,0.0,0.87,55.37
D,2024-07-16,1,16255,LD.CANDLE  13.2,38.0,78.74,0.0,1.0,79.74
D,2024-07-16,2,16255,LD.CANDLE  13.2,38.0,218.58,0.0,2.18,220.76
D,2024-07-16,3,16255,LD.CANDLE  13.2,34.0,106.44,0.05,0.68,107.17
D,2024-07-16,4,16255,LD.CANDLE  13.2,33.0,56.52,0.1,0.28,56.9
D,2024-07-16,5,16255,LD.CANDLE  13.2,32.0,31.94,0.0,0.2,32.14
D,2024-07-16,6,16255,LD.CANDLE  13.2,31.0,43.76,0.0,0.32,44.08
D,2024-07-16,7,16255,LD.CANDLE  13.2,32.0,44.2,0.0,0.37,44.57
D,2024-07-16,8,16255,LD.CANDLE  13.2,36.0,75.63,0.22,0.91,76.76
D,2024-07-16,9,16255,LD.CANDLE  13.2,41.0,37.13,0.01,0.5,37.64
D,2024-07-16,10,16255,LD.CANDLE  13.2,45.0,26.86,0.0,0.38,27.24
D,2024-07-16,11,16255,LD.CANDLE  13.2,46.0,34.25,0.0,0.33,34.58
D,2024-07-16,12,16255,LD.CANDLE  13.2,47.0,36.11,0.0,0.36,36.47
D,2024-07-16,13,16255,LD.CANDLE  13.2,48.0,36.26,0.0,0.49,36.75
D,2024-07-16,14,16255,LD.CANDLE  13.2,50.0,41.28,0.0,0.55,41.83
D,2024-07-16,15,16255,LD.CANDLE  13.2,50.0,50.04,0.0,0.76,50.8
D,2024-07-16,16,16255,LD.CANDLE  13.2,52.0,51.99,0.0,0.91,52.9
D,2024-07-16,17,16255,LD.CANDLE  13.2,53.0,89.05,0.33,1.75,91.13
D,2024-07-16,18,16255,LD.CANDLE  13.2,56.0,110.64,0.02,2.46,113.12
D,2024-07-16,19,16255,LD.CANDLE  13.2,56.0,260.14,0.0,5.62,265.76
D,2024-07-16,20,16255,LD.CANDLE  13.2,55.0,64.52,0.0,1.5,66.02
D,2024-07-16,21,16255,LD.CANDLE  13.2,53.0,74.75,0.02,1.66,76.43
D,2024-07-16,22,16255,LD.CANDLE  13.2,51.0,58.35,0.0,1.23,59.58
D,2024-07-16,23,16255,LD.CANDLE  13.2,48.0,67.27,0.66,1.16,69.09
D,2024-07-16,24,16255,LD.CANDLE  13.2,43.0,78.92,0.33,1.02,80.27
D,2024-07-17,1,16255,LD.CANDLE  13.2,39.0,92.11,0.47,0.91,93.49
D,2024-07-17,2,16255,LD.CANDLE  13.2,37.0,47.55,0.04,0.32,47.91
D,2024-07-17,3,16255,LD.CANDLE  13.2,36.0,34.14,0.0,0.27,34.41
D,2024-07-17,4,16255,LD.CANDLE  13.2,34.0,31.53,0.0,0.23,31.76
D,2024-07-17,5,16255,LD.CANDLE  13.2,33.0,28.59,0.0,0.28,28.87
D,2024-07-17,6,16255,LD.CANDLE  13.2,32.0,26.23,0.0,0.31,26.54
D,2024-07-17,7,16255,LD.CANDLE  13.2,32.0,28.82,0.0,0.33,29.15
D,2024-07-17,8,16255,LD.CANDLE  13.2,35.0,28.74,0.0,0.32,29.06
D,2024-07-17,9,16255,LD.CANDLE  13.2,40.0,27.35,0.0,0.34,27.69
D,2024-07-17,10,16255,LD.CANDLE  13.2,43.0,27.35,0.0,0.27,27.62
D,2024-07-17,11,16255,LD.CANDLE  13.2,46.0,34.14,0.0,0.31,34.45
D,2024-07-17,12,16255,LD.CANDLE  13.2,45.0,39.67,0.0,0.48,40.15
D,2024-07-17,13,16255,LD.CANDLE  13.2,47.0,41.18,0.0,0.56,41.74
D,2024-07-17,14,16255,LD.CANDLE  13.2,50.0,40.48,0.0,0.55,41.03
D,2024-07-17,15,16255,LD.CANDLE  13.2,47.0,38.42,0.0,0.4,38.82
D,2024-07-17,16,16255,LD.CANDLE  13.2,49.0,54.14,0.03,0.7,54.87
D,2024-07-17,17,16255,LD.CANDLE  13.2,52.0,174.57,0.02,2.91,177.5
D,2024-07-17,18,16255,LD.CANDLE  13.2,54.0,63.35,0.0,1.3,64.65
D,2024-07-17,19,16255,LD.CANDLE  13.2,54.0,45.75,0.0,1.06,46.81
D,2024-07-17,20,16255,LD.CANDLE  13.2,52.0,51.47,0.01,1.2,52.68
D,2024-07-17,21,16255,LD.CANDLE  13.2,51.0,50.58,0.01,1.13,51.72
D,2024-07-17,22,16255,LD.CANDLE  13.2,49.0,44.33,0.03,0.85,45.21
D,2024-07-17,23,16255,LD.CANDLE  13.2,46.0,35.87,0.54,0.67,37.08
D,2024-07-17,24,16255,LD.CANDLE  13.2,42.0,33.49,0.0,0.65,34.14
D,2024-07-18,1,16255,LD.CANDLE  13.2,38.0,39.82,0.0,0.67,40.49
D,2024-07-18,2,16255,LD.CANDLE  13.2,36.0,31.62,0.09,0.46,32.17
D,2024-07-18,3,16255,LD.CANDLE  13.2,34.0,56.01,0.57,0.61,57.19
D,2024-07-18,4,16255,LD.CANDLE  13.2,32.0,32.84,0.05,0.37,33.26
D,2024-07-18,5,16255,LD.CANDLE  13.2,32.0,39.83,0.06,0.46,40.35
D,2024-07-18,6,16255,LD.CANDLE  13.2,31.0,66.88,0.38,0.7,67.96
D,2024-07-18,7,16255,LD.CANDLE  13.2,31.0,47.19,0.04,0.5,47.73
D,2024-07-18,8,16255,LD.CANDLE  13.2,34.0,53.75,0.0,0.61,54.36
D,2024-07-18,9,16255,LD.CANDLE  13.2,37.0,50.54,0.0,0.66,51.2
D,2024-07-18,10,16255,LD.CANDLE  13.2,42.0,37.36,0.0,0.5,37.86
D,2024-07-18,11,16255,LD.CANDLE  13.2,43.0,34.01,0.0,0.33,34.34
D,2024-07-18,12,16255,LD.CANDLE  13.2,46.0,28.52,0.0,0.26,28.78
D,2024-07-18,13,16255,LD.CANDLE  13.2,48.0,29.11,0.0,0.33,29.44
D,2024-07-18,14,16255,LD.CANDLE  13.2,46.0,27.0,0.0,0.4,27.4
D,2024-07-18,15,16255,LD.CANDLE  13.2,45.0,28.59,0.0,0.38,28.97
D,2024-07-18,16,16255,LD.CANDLE  13.2,46.0,47.4,0.0,0.46,47.86
D,2024-07-18,17,16255,LD.CANDLE  13.2,45.0,32.96,0.0,0.42,33.38
D,2024-07-18,18,16255,LD.CANDLE  13.2,48.0,49.82,0.0,0.85,50.67
D,2024-07-18,19,16255,LD.CANDLE  13.2,50.0,29.87,0.0,0.64,30.51
D,2024-07-18,20,16255,LD.CANDLE  13.2,50.0,35.35,0.0,0.68,36.03
D,2024-07-18,21,16255,LD.CANDLE  13.2,46.0,39.4,0.01,0.66,40.07
D,2024-07-18,22,16255,LD.CANDLE  13.2,45.0,35.77,0.04,0.53,36.34
D,2024-07-18,23,16255,LD.CANDLE  13.2,42.0,27.61,0.03,0.39,28.03
D,2024-07-18,24,16255,LD.CANDLE  13.2,38.0,25.84,0.01,0.43,26.28
D,2024-07-19,1,16255,LD.CANDLE  13.2,34.0,24.73,0.09,0.48,25.3
D,2024-07-19,2,16255,LD.CANDLE  13.2,32.0,24.95,0.0,0.54,25.49
D,2024-07-19,3,16255,LD.CANDLE  13.2,30.0,25.21,0.0,0.54,25.75
D,2024-07-19,4,16255,LD.CANDLE  13.2,29.0,25.21,0.0,0.54,25.75
D,2024-07-19,5,16255,LD.CANDLE  13.2,29.0,25.21,0.0,0.54,25.75
D,2024-07-19,6,16255,LD.CANDLE  13.2,28.0,25.21,0.0,0.54,25.75
D,2024-07-19,7,16255,LD.CANDLE  13.2,27.0,25.39,0.0,0.53,25.92
D,2024-07-19,8,16255,LD.CANDLE  13.2,31.0,22.68,0.0,0.39,23.07
D,2024-07-19,9,16255,LD.CANDLE  13.2,34.0,22.84,0.0,0.36,23.2
D,2024-07-19,10,16255,LD.CANDLE  13.2,37.0,23.49,0.0,0.27,23.76
D,2024-07-19,11,16255,LD.CANDLE  13.2,38.0,22.14,0.0,0.21,22.35
D,2024-07-19,12,16255,LD.CANDLE  13.2,38.0,23.5,0.0,0.19,23.69
D,2024-07-19,13,16255,LD.CANDLE  13.2,38.0,23.74,0.0,0.19,23.93
D,2024-07-19,14,16255,LD.CANDLE  13.2,38.0,24.65,0.0,0.21,24.86
D,2024-07-19,15,16255,LD.CANDLE  13.2,39.0,28.69,0.0,0.26,28.95
D,2024-07-19,16,16255,LD.CANDLE  13.2,40.0,24.27,0.0,0.31,24.58
D,2024-07-19,17,16255,LD.CANDLE  13.2,43.0,25.63,0.0,0.36,25.99
D,2024-07-19,18,16255,LD.CANDLE  13.2,46.0,29.51,0.0,0.54,30.05
D,2024-07-19,19,16255,LD.CANDLE  13.2,47.0,34.87,0.0,0.73,35.6
D,2024-07-19,20,16255,LD.CANDLE  13.2,47.0,44.61,0.0,0.93,45.54
D,2024-07-19,21,16255,LD.CANDLE  13.2,43.0,36.0,0.0,0.7,36.7
D,2024-07-19,22,16255,LD.CANDLE  13.2,41.0,42.88,0.0,0.71,43.59
D,2024-07-19,23,16255,LD.CANDLE  13.2,38.0,32.19,0.0,0.52,32.71
D,2024-07-19,24,16255,LD.CANDLE  13.2,34.0,23.56,0.0,0.41,23.97
D,2024-07-20,1,16255,LD.CANDLE  13.2,33.0,23.85,0.0,0.44,24.29
D,2024-07-20,2,16255,LD.CANDLE  13.2,29.0,23.1,0.0,0.44,23.54
D,2024-07-20,3,16255,LD.CANDLE  13.2,27.0,23.71,0.0,0.45,24.16
D,2024-07-20,4,16255,LD.CANDLE  13.2,26.0,20.84,0.0,0.38,21.22
D,2024-07-20,5,16255,LD.CANDLE  13.2,25.0,21.0,0.0,0.37,21.37
D,2024-07-20,6,16255,LD.CANDLE  13.2,25.0,22.29,0.0,0.36,22.65
D,2024-07-20,7,16255,LD.CANDLE  13.2,25.0,20.06,0.0,0.34,20.4
D,2024-07-20,8,16255,LD.CANDLE  13.2,28.0,19.71,0.0,0.36,20.07
D,2024-07-20,9,16255,LD.CANDLE  13.2,33.0,20.65,0.0,0.34,20.99
D,2024-07-20,10,16255,LD.CANDLE  13.2,36.0,20.99,0.0,0.31,21.3
D,2024-07-20,11,16255,LD.CANDLE  13.2,37.0,23.29,0.0,0.36,23.65
D,2024-07-20,12,16255,LD.CANDLE  13.2,40.0,27.44,0.0,0.43,27.87
D,2024-07-20,13,16255,LD.CANDLE  13.2,41.0,25.46,0.0,0.42,25.88
D,2024-07-20,14,16255,LD.CANDLE  13.2,42.0,24.64,0.0,0.39,25.03
D,2024-07-20,15,16255,LD.CANDLE  13.2,43.0,24.59,0.0,0.38,24.97
D,2024-07-20,16,16255,LD.CANDLE  13.2,43.0,31.8,0.0,0.49,32.29
D,2024-07-20,17,16255,LD.CANDLE  13.2,43.0,50.57,0.0,0.87,51.44
D,2024-07-20,18,16255,LD.CANDLE  13.2,47.0,37.39,0.0,0.8,38.19
D,2024-07-20,19,16255,LD.CANDLE  13.2,48.0,39.31,0.0,0.93,40.24
D,2024-07-20,20,16255,LD.CANDLE  13.2,46.0,41.46,0.0,0.95,42.41
D,2024-07-20,21,16255,LD.CANDLE  13.2,43.0,42.4,0.0,0.89,43.29
D,2024-07-20,22,16255,LD.CANDLE  13.2,42.0,41.67,0.0,0.87,42.54
D,2024-07-20,23,16255,LD.CANDLE  13.2,40.0,41.12,0.0,0.8,41.92
D,2024-07-20,24,16255,LD.CANDLE  13.2,37.0,36.22,0.0,0.67,36.89
D,2024-07-21,1,16255,LD.CANDLE  13.2,34.0,34.2,0.0,0.61,34.81
D,2024-07-21,2,16255,LD.CANDLE  13.2,31.0,26.6,0.0,0.56,27.16
D,2024-07-21,3,16255,LD.CANDLE  13.2,30.0,26.34,0.0,0.55,26.89
D,2024-07-21,4,16255,LD.CANDLE  13.2,29.0,25.32,0.0,0.49,25.81
D,2024-07-21,5,16255,LD.CANDLE  13.2,29.0,24.45,0.0,0.46,24.91
D,2024-07-21,6,16255,LD.CANDLE  13.2,27.0,24.1,0.0,0.47,24.57
D,2024-07-21,7,16255,LD.CANDLE  13.2,27.0,23.97,0.0,0.44,24.41
D,2024-07-21,8,16255,LD.CANDLE  13.2,28.0,22.79,0.0,0.38,23.17
D,2024-07-21,9,16255,LD.CANDLE  13.2,32.0,21.69,0.0,0.32,22.01
D,2024-07-21,10,16255,LD.CANDLE  13.2,35.0,20.48,0.0,0.3,20.78
D,2024-07-21,11,16255,LD.CANDLE  13.2,38.0,20.96,0.0,0.31,21.27
D,2024-07-21,12,16255,LD.CANDLE  13.2,39.0,22.88,0.0,0.33,23.21
D,2024-07-21,13,16255,LD.CANDLE  13.2,41.0,38.62,0.0,0.56,39.18
D,2024-07-21,14,16255,LD.CANDLE  13.2,42.0,49.52,0.01,0.84,50.37
D,2024-07-21,15,16255,LD.CANDLE  13.2,42.0,32.02,0.0,0.51,32.53
D,2024-07-21,16,16255,LD.CANDLE  13.2,43.0,31.03,0.0,0.47,31.5
D,2024-07-21,17,16255,LD.CANDLE  13.2,46.0,41.54,0.01,0.73,42.28
D,2024-07-21,18,16255,LD.CANDLE  13.2,49.0,43.13,0.01,0.96,44.1
D,2024-07-21,19,16255,LD.CANDLE  13.2,50.0,49.21,0.0,1.24,50.45
D,2024-07-21,20,16255,LD.CANDLE  13.2,48.0,54.67,0.0,1.4,56.07
D,2024-07-21,21,16255,LD.CANDLE  13.2,46.0,47.61,0.0,1.16,48.77
D,2024-07-21,22,16255,LD.CANDLE  13.2,44.0,48.67,0.0,1.05,49.72
D,2024-07-21,23,16255,LD.CANDLE  13.2,41.0,41.87,0.0,0.84,42.71
D,2024-07-21,24,16255,LD.CANDLE  13.2,37.0,36.58,0.0,0.63,37.21
D,2024-07-22,1,16255,LD.CANDLE  13.2,33.0,29.99,0.0,0.42,30.41
D,2024-07-22,2,16255,LD.CANDLE  13.2,31.0,26.69,0.0,0.32,27.01
D,2024-07-22,3,16255,LD.CANDLE  13.2,29.0,27.4,0.0,0.26,27.66
D,2024-07-22,4,16255,LD.CANDLE  13.2,27.0,25.92,0.0,0.22,26.14
D,2024-07-22,5,16255,LD.CANDLE  13.2,27.0,26.0,0.02,0.22,26.24
D,2024-07-22,6,16255,LD.CANDLE  13.2,26.0,26.29,0.0,0.22,26.51
D,2024-07-22,7,16255,LD.CANDLE  13.2,27.0,25.75,0.0,0.27,26.02
D,2024-07-22,8,16255,LD.CANDLE  13.2,29.0,32.13,0.0,0.33,32.46
D,2024-07-22,9,16255,LD.CANDLE  13.2,31.0,32.34,0.0,0.31,32.65
D,2024-07-22,10,16255,LD.CANDLE  13.2,35.0,43.28,0.0,0.32,43.6
D,2024-07-22,11,16255,LD.CANDLE  13.2,39.0,47.37,0.0,0.38,47.75
D,2024-07-22,12,16255,LD.CANDLE  13.2,40.0,54.65,0.0,0.55,55.2
D,2024-07-22,13,16255,LD.CANDLE  13.2,42.0,39.69,0.03,0.43,40.15
D,2024-07-22,14,16255,LD.CANDLE  13.2,43.0,34.74,0.01,0.44,35.19
D,2024-07-22,15,16255,LD.CANDLE  13.2,44.0,53.61,0.18,0.83,54.62
D,2024-07-22,16,16255,LD.CANDLE  13.2,45.0,63.49,0.28,1.22,64.99
D,2024-07-22,17,16255,LD.CANDLE  13.2,46.0,61.93,0.03,1.01,62.97
D,2024-07-22,18,16255,LD.CANDLE  13.2,50.0,44.05,0.0,0.85,44.9
D,2024-07-22,19,16255,LD.CANDLE  13.2,49.0,45.85,0.0,0.99,46.84
D,2024-07-22,20,16255,LD.CANDLE  13.2,49.0,61.59,0.01,1.08,62.68
D,2024-07-22,21,16255,LD.CANDLE  13.2,47.0,59.02,0.01,0.95,59.98
D,2024-07-22,22,16255,LD.CANDLE  13.2,45.0,38.22,0.0,0.67,38.89
D,2024-07-22,23,16255,LD.CANDLE  13.2,43.0,54.25,0.0,0.88,55.13
D,2024-07-22,24,16255,LD.CANDLE  13.2,39.0,44.17,0.0,0.66,44.83
D,2024-07-23,1,16255,LD.CANDLE  13.2,34.0,33.73,0.0,0.46,34.19
D,2024-07-23,2,16255,LD.CANDLE  13.2,31.0,33.45,0.0,0.41,33.86
D,2024-07-23,3,16255,LD.CANDLE  13.2,30.0,34.9,0.0,0.38,35.28
D,2024-07-23,4,16255,LD.CANDLE  13.2,28.0,34.13,0.0,0.29,34.42
D,2024-07-23,5,16255,LD.CANDLE  13.2,27.0,32.45,0.0,0.21,32.66
D,2024-07-23,6,16255,LD.CANDLE  13.2,25.0,29.28,0.0,0.29,29.57
D,2024-07-23,7,16255,LD.CANDLE  13.2,25.0,31.41,0.0,0.38,31.79
D,2024-07-23,8,16255,LD.CANDLE  13.2,28.0,36.04,0.0,0.45,36.49
D,2024-07-23,9,16255,LD.CANDLE  13.2,31.0,33.52,0.0,0.34,33.86
D,2024-07-23,10,16255,LD.CANDLE  13.2,33.0,31.0,0.0,0.27,31.27
D,2024-07-23,11,16255,LD.CANDLE  13.2,34.0,31.64,0.0,0.26,31.9
D,2024-07-23,12,16255,LD.CANDLE  13.2,35.0,29.82,0.0,0.26,30.08
D,2024-07-23,13,16255,LD.CANDLE  13.2,36.0,28.92,0.0,0.25,29.17
D,2024-07-23,14,16255,LD.CANDLE  13.2,38.0,29.95,0.0,0.18,30.13
D,2024-07-23,15,16255,LD.CANDLE  13.2,39.0,31.39,0.0,0.15,31.54
D,2024-07-23,16,16255,LD.CANDLE  13.2,39.0,30.96,0.0,0.18,31.14
D,2024-07-23,17,16255,LD.CANDLE  13.2,40.0,27.38,0.0,0.21,27.59
D,2024-07-23,18,16255,LD.CANDLE  13.2,39.0,29.84,0.0,0.25,30.09
D,2024-07-23,19,16255,LD.CANDLE  13.2,38.0,34.99,0.0,0.33,35.32
D,2024-07-23,20,16255,LD.CANDLE  13.2,39.0,60.06,0.0,0.56,60.62
D,2024-07-23,21,16255,LD.CANDLE  13.2,38.0,39.46,0.0,0.34,39.8
D,2024-07-23,22,16255,LD.CANDLE  13.2,37.0,33.51,0.0,0.26,33.77
D,2024-07-23,23,16255,LD.CANDLE  13.2,34.0,29.24,0.0,0.18,29.42
D,2024-07-23,24,16255,LD.CANDLE  13.2,31.0,27.75,0.0,0.22,27.97
D,2024-07-24,1,16255,LD.CANDLE  13.2,28.0,31.51,0.0,0.13,31.64
D,2024-07-24,2,16255,LD.CANDLE  13.2,26.0,26.59,0.0,0.15,26.74
D,2024-07-24,3,16255,LD.CANDLE  13.2,25.0,29.53,0.0,0.03,29.56
D,2024-07-24,4,16255,LD.CANDLE  13.2,24.0,27.62,0.0,0.02,27.64
D,2024-07-24,5,16255,LD.CANDLE  13.2,24.0,29.55,0.0,0.03,29.58
D,2024-07-24,6,16255,LD.CANDLE  13.2,23.0,35.71,0.0,0.02,35.73
D,2024-07-24,7,16255,LD.CANDLE  13.2,23.0,31.43,0.0,0.06,31.49
D,2024-07-24,8,16255,LD.CANDLE  13.2,26.0,31.23,0.0,0.07,31.3
D,2024-07-24,9,16255,LD.CANDLE  13.2,28.0,32.1,0.0,0.15,32.25
D,2024-07-24,10,16255,LD.CANDLE  13.2,31.0,35.38,0.0,0.1,35.48
D,2024-07-24,11,16255,LD.CANDLE  13.2,32.0,36.49,0.0,0.09,36.58
D,2024-07-24,12,16255,LD.CANDLE  13.2,33.0,35.31,0.0,0.08,35.39
D,2024-07-24,13,16255,LD.CANDLE  13.2,27.0,41.76,0.0,0.12,41.88
D,2024-07-24,14,16255,LD.CANDLE  13.2,36.0,33.56,0.0,0.05,33.61
D,2024-07-24,15,16255,LD.CANDLE  13.2,36.0,30.68,0.0,0.03,30.71
D,2024-07-24,16,16255,LD.CANDLE  13.2,36.0,30.27,0.0,0.06,30.33
D,2024-07-24,17,16255,LD.CANDLE  13.2,36.0,34.56,0.0,0.08,34.64
D,2024-07-24,18,16255,LD.CANDLE  13.2,37.0,31.85,0.0,0.09,31.94
D,2024-07-24,19,16255,LD.CANDLE  13.2,39.0,31.63,0.0,0.07,31.7
D,2024-07-24,20,16255,LD.CANDLE  13.2,39.0,40.95,0.0,0.08,41.03
D,2024-07-24,21,16255,LD.CANDLE  13.2,36.0,38.47,0.01,0.09,38.57
D,2024-07-24,22,16255,LD.CANDLE  13.2,35.0,31.87,0.0,0.04,31.91
D,2024-07-24,23,16255,LD.CANDLE  13.2,34.0,31.81,0.0,0.02,31.83
D,2024-07-24,24,16255,LD.CANDLE  13.2,30.0,28.53,0.0,0.06,28.59
D,2024-07-25,1,16255,LD.CANDLE  13.2,27.0,25.59,0.0,0.12,25.71
D,2024-07-25,2,16255,LD.CANDLE  13.2,25.0,28.04,0.0,0.17,28.21
D,2024-07-25,3,16255,LD.CANDLE  13.2,24.0,25.05,0.0,0.15,25.2
D,2024-07-25,4,16255,LD.CANDLE  13.2,23.0,24.39,0.0,0.17,24.56
D,2024-07-25,5,16255,LD.CANDLE  13.2,23.0,25.31,0.0,0.16,25.47
D,2024-07-25,6,16255,LD.CANDLE  13.2,23.0,31.85,0.0,0.16,32.01
D,2024-07-25,7,16255,LD.CANDLE  13.2,24.0,26.79,0.0,0.13,26.92
D,2024-07-25,8,16255,LD.CANDLE  13.2,26.0,39.37,0.0,0.05,39.42
D,2024-07-25,9,16255,LD.CANDLE  13.2,30.0,41.62,0.0,0.09,41.71
D,2024-07-25,10,16255,LD.CANDLE  13.2,32.0,48.98,0.0,0.16,49.14
D,2024-07-25,11,16255,LD.CANDLE  13.2,36.0,34.36,0.0,0.17,34.53
D,2024-07-25,12,16255,LD.CANDLE  13.2,37.0,44.1,0.0,0.27,44.37
D,2024-07-25,13,16255,LD.CANDLE  13.2,37.0,39.88,0.0,0.26,40.14
D,2024-07-25,14,16255,LD.CANDLE  13.2,38.0,33.98,0.0,0.21,34.19
D,2024-07-25,15,16255,LD.CANDLE  13.2,38.0,30.34,0.0,0.18,30.52
D,2024-07-25,16,16255,LD.CANDLE  13.2,40.0,29.36,0.0,0.18,29.54
D,2024-07-25,17,16255,LD.CANDLE  13.2,41.0,27.14,0.0,0.2,27.34
D,2024-07-25,18,16255,LD.CANDLE  13.2,42.0,28.77,0.0,0.26,29.03
D,2024-07-25,19,16255,LD.CANDLE  13.2,43.0,28.63,0.0,0.31,28.94
D,2024-07-25,20,16255,LD.CANDLE  13.2,44.0,29.75,0.0,0.34,30.09
D,2024-07-25,21,16255,LD.CANDLE  13.2,43.0,27.88,0.0,0.29,28.17
D,2024-07-25,22,16255,LD.CANDLE  13.2,41.0,26.14,0.0,0.27,26.41
D,2024-07-25,23,16255,LD.CANDLE  13.2,39.0,26.55,0.0,0.32,26.87
D,2024-07-25,24,16255,LD.CANDLE  13.2,35.0,26.15,0.0,0.34,26.49
D,2024-07-26,1,16255,LD.CANDLE  13.2,31.0,27.16,0.0,0.44,27.6
D,2024-07-26,2,16255,LD.CANDLE  13.2,29.0,24.53,0.0,0.41,24.94
D,2024-07-26,3,16255,LD.CANDLE  13.2,27.0,22.47,0.0,0.35,22.82
D,2024-07-26,4,16255,LD.CANDLE  13.2,26.0,20.95,0.0,0.32,21.27
D,2024-07-26,5,16255,LD.CANDLE  13.2,24.0,20.14,0.0,0.32,20.46
D,2024-07-26,6,16255,LD.CANDLE  13.2,24.0,22.42,0.0,0.35,22.77
D,2024-07-26,7,16255,LD.CANDLE  13.2,24.0,21.98,0.0,0.38,22.36
D,2024-07-26,8,16255,LD.CANDLE  13.2,27.0,22.0,0.0,0.39,22.39
D,2024-07-26,9,16255,LD.CANDLE  13.2,31.0,20.09,0.0,0.35,20.44
D,2024-07-26,10,16255,LD.CANDLE  13.2,34.0,20.07,0.0,0.32,20.39
D,2024-07-26,11,16255,LD.CANDLE  13.2,35.0,20.31,0.0,0.28,20.59
D,2024-07-26,12,16255,LD.CANDLE  13.2,36.0,20.97,0.0,0.26,21.23
D,2024-07-26,13,16255,LD.CANDLE  13.2,36.0,20.87,0.0,0.24,21.11
D,2024-07-26,14,16255,LD.CANDLE  13.2,38.0,21.99,0.0,0.27,22.26
D,2024-07-26,15,16255,LD.CANDLE  13.2,37.0,25.74,0.0,0.29,26.03
D,2024-07-26,16,16255,LD.CANDLE  13.2,38.0,25.23,0.0,0.36,25.59
D,2024-07-26,17,16255,LD.CANDLE  13.2,41.0,28.17,0.0,0.44,28.61
D,2024-07-26,18,16255,LD.CANDLE  13.2,44.0,31.47,0.0,0.59,32.06
D,2024-07-26,19,16255,LD.CANDLE  13.2,46.0,28.19,0.0,0.66,28.85
D,2024-07-26,20,16255,LD.CANDLE  13.2,44.0,36.57,0.0,0.86,37.43
D,2024-07-26,21,16255,LD.CANDLE  13.2,41.0,30.81,0.0,0.67,31.48
D,2024-07-26,22,16255,LD.CANDLE  13.2,40.0,35.15,0.0,0.72,35.87
D,2024-07-26,23,16255,LD.CANDLE  13.2,38.0,27.95,0.0,0.55,28.5
D,2024-07-26,24,16255,LD.CANDLE  13.2,34.0,26.87,0.0,0.47,27.34
D,2024-07-27,1,16255,LD.CANDLE  13.2,30.0,26.84,0.0,0.5,27.34
D,2024-07-27,2,16255,LD.CANDLE  13.2,28.0,23.23,0.0,0.46,23.69
D,2024-07-27,3,16255,LD.CANDLE  13.2,27.0,22.53,0.0,0.42,22.95
D,2024-07-27,4,16255,LD.CANDLE  13.2,26.0,21.74,0.0,0.37,22.11
D,2024-07-27,5,16255,LD.CANDLE  13.2,25.0,21.27,0.0,0.35,21.62
D,2024-07-27,6,16255,LD.CANDLE  13.2,24.0,21.42,0.0,0.35,21.77
D,2024-07-27,7,16255,LD.CANDLE  13.2,24.0,21.35,0.0,0.34,21.69
D,2024-07-27,8,16255,LD.CANDLE  13.2,27.0,20.95,0.0,0.32,21.27
D,2024-07-27,9,16255,LD.CANDLE  13.2,31.0,20.32,0.0,0.27,20.59
D,2024-07-27,10,16255,LD.CANDLE  13.2,34.0,20.7,0.0,0.24,20.94
D,2024-07-27,11,16255,LD.CANDLE  13.2,37.0,21.19,0.0,0.2,21.39
D,2024-07-27,12,16255,LD.CANDLE  13.2,38.0,21.85,0.0,0.19,22.04
D,2024-07-27,13,16255,LD.CANDLE  13.2,40.0,23.06,0.0,0.23,23.29
D,2024-07-27,14,16255,LD.CANDLE  13.2,40.0,23.95,0.0,0.26,24.21
D,2024-07-27,15,16255,LD.CANDLE  13.2,41.0,26.33,0.0,0.31,26.64
D,2024-07-27,16,16255,LD.CANDLE  13.2,42.0,38.99,0.0,0.56,39.55
D,2024-07-27,17,16255,LD.CANDLE  13.2,45.0,32.19,0.0,0.54,32.73
D,2024-07-27,18,16255,LD.CANDLE  13.2,48.0,37.6,0.0,0.74,38.34
D,2024-07-27,19,16255,LD.CANDLE  13.2,49.0,38.52,0.0,0.84,39.36
D,2024-07-27,20,16255,LD.CANDLE  13.2,47.0,35.43,0.0,0.74,36.17
D,2024-07-27,21,16255,LD.CANDLE  13.2,43.0,36.83,0.0,0.69,37.52
D,2024-07-27,22,16255,LD.CANDLE  13.2,42.0,28.23,0.0,0.5,28.73
D,2024-07-27,23,16255,LD.CANDLE  13.2,39.0,33.73,0.0,0.55,34.28
D,2024-07-27,24,16255,LD.CANDLE  13.2,35.0,26.49,0.0,0.42,26.91
D,2024-07-28,1,16255,LD.CANDLE  13.2,30.0,24.84,0.0,0.4,25.24
D,2024-07-28,2,16255,LD.CANDLE  13.2,28.0,23.06,0.0,0.4,23.46
D,2024-07-28,3,16255,LD.CANDLE  13.2,26.0,21.61,0.0,0.37,21.98
D,2024-07-28,4,16255,LD.CANDLE  13.2,26.0,21.41,0.0,0.35,21.76
D,2024-07-28,5,16255,LD.CANDLE  13.2,24.0,20.7,0.0,0.32,21.02
D,2024-07-28,6,16255,LD.CANDLE  13.2,23.0,20.02,0.0,0.31,20.33
